t,speed_kmh,acceleration_m_s2,distance_m,related_center_distance_m,x,y
0.0,20.005040050399426,0.05935024385281373,0.0,,-391.0,1.65
0.1,19.989919899199254,0.019528167310237876,0.555560000000014,,-390.44444,1.65
0.2,19.970479704797278,-0.06011598577491384,1.110650000000021,,-389.88935,1.65
0.3,19.940239402390795,-0.1397601388600478,1.665110000000027,,-389.33489,1.65
0.4,19.890558905594613,-0.2194042919451178,2.2185799999999745,,-388.78142,1.65
0.5,19.812798127980603,-0.29745052695388097,2.7704499999999825,,-388.22955,1.65
0.6,19.697236972372206,-0.38541993811656994,3.319819999999993,,-387.68018,1.65
0.7,19.53847538475198,-0.4779907938939232,3.8655899999999974,,-387.13441,1.65
0.8,19.345153451529676,-0.5495929085179618,4.406600000000026,,-386.5934,1.65
0.9,19.125911259108758,-0.5893030958289671,4.941970000000026,,-386.05803,1.65
1.0,18.902349023492114,-0.5910723442885661,5.471169999999972,,-385.52883,1.65
1.1,18.688506885070513,-0.5561838835163506,5.994219999999984,,-385.00578,1.65
1.2,18.497344973448914,-0.4941937531260656,6.511509999999987,,-384.48849,1.65
1.3,18.335343353430407,-0.41652864081043717,7.023750000000007,,-383.97625,1.65
1.4,18.202502025021,-0.3351502046487269,7.5317699999999945,,-383.46823,1.65
1.5,18.10098100980932,-0.25959350502652967,8.036389999999983,,-382.96361,1.65
1.6,18.02214022139802,-0.1950299223278833,8.538400000000024,,-382.4616,1.65
1.7,17.96381963819811,-0.1432951392452857,9.038430000000005,,-381.96157,1.65
1.8,17.92169921699588,-0.1036968411634902,9.536999999999978,,-381.463,1.65
1.9,17.890378903785876,-0.0750217292369797,10.034510000000012,,-380.96549,1.65
2.0,17.866618666182216,-0.054818730004750904,10.531240000000025,,-380.46876,1.65
2.1,17.84825848258376,-0.04087803115911015,11.027370000000019,,-379.97263,1.65
2.2,17.834218342187107,-0.03280802038874597,11.523019999999974,,-379.47698,1.65
2.3,17.820178201784078,-0.03290592346441201,12.018269999999973,,-378.98173,1.65
2.4,17.805058050577767,-0.04691305654361244,12.513120000000015,,-378.48688,1.65
2.5,17.783457834575128,-0.08370713077985314,13.007510000000025,,-377.99249,1.65
2.6,17.75105751057388,-0.15167284540281756,13.501230000000021,,-377.49877,1.65
2.7,17.692736927367953,-0.2520304923338266,13.993830000000003,,-377.00617,1.65
2.8,17.594455944554323,-0.37543032772753193,14.48448000000002,,-376.51552,1.65
2.9,17.444334443343845,-0.5027323000467376,14.971940000000018,,-376.02806,1.65
3.0,17.23589235892153,-0.609170427365413,15.454670000000021,,-375.54533,1.65
3.1,16.982089820898466,-0.6714472739101467,15.931159999999977,,-375.06884,1.65
3.2,16.711007110074327,-0.6772410381420819,16.400379999999984,,-374.59962,1.65
3.3,16.455044550450143,-0.6302090992934524,16.86212999999998,,-374.13787,1.65
3.4,16.236882368826613,-0.5474879923638944,17.317079999999976,,-373.68292,1.65
3.5,16.067320673208236,-0.45567938197006796,17.766430000000014,,-373.23357,1.65
3.6,15.936639366393589,-0.3828045273484477,18.211459999999988,,-372.78854,1.65
3.7,15.825398253980921,-0.346419548115108,18.65307999999999,,-372.34692,1.65
3.8,15.71307713077066,-0.3483111754202852,19.091650000000016,,-371.90835,1.65
3.9,15.586715867157821,-0.3769198531140532,19.526990000000012,,-371.47301,1.65
4.0,15.43983439834583,-0.41278384811798574,19.958619999999996,,-371.04138,1.65
4.1,15.274592745922495,-0.4365812888892968,20.385980000000018,,-370.61402,1.65
4.2,15.105031050310442,-0.43685751542881235,20.808699999999988,,-370.1913,1.65
4.3,14.943029430298076,-0.4113013158113361,21.22674999999998,,-369.77325,1.65
4.4,14.800468004675404,-0.36496868465132337,21.64046000000002,,-369.35954,1.65
4.5,14.681666816668788,-0.3069820907974403,22.050430000000006,,-368.94957,1.65
4.6,14.587705877056804,-0.24763184694759843,22.457339999999988,,-368.54266,1.65
4.7,14.51210512105019,-0.1952886661743456,22.861820000000023,,-368.13818,1.65
4.8,14.452704527046883,-0.15340363193781315,23.26436000000001,,-367.73564,1.65
4.9,14.403024030244563,-0.122756472319832,23.66534999999999,,-367.33465,1.65
5.0,14.364143641434472,-0.1015150011626389,24.065060000000017,,-366.93494,1.65
5.1,14.330663306629324,-0.08647638923842393,24.463720000000023,,-366.53628,1.65
5.2,14.301503015032882,-0.07592033962409062,24.861499999999978,,-366.1385,1.65
5.3,14.276662766625583,-0.06831187193091637,25.25851,,-365.74149,1.65
5.4,14.251822518230561,-0.06193068923697709,25.65483999999998,,-365.34516,1.65
5.5,14.231302313025065,-0.055150901158885546,26.05052999999998,,-364.94947,1.65
5.6,14.211862118616573,-0.04692704269769621,26.445640000000026,,-364.55436,1.65
5.7,14.195661956619398,-0.03675211577301596,26.840250000000026,,-364.15975,1.65
5.8,14.183781837817508,-0.023692544616991995,27.234460000000013,,-363.76554,1.65
5.9,14.178381783818324,-0.008538546922160606,27.628379999999993,,-363.37162,1.65
6.0,14.177301773020941,0.008188893079779547,28.02217999999999,,-362.97782,1.65
6.1,14.182701827019748,0.02505619461820885,28.416020000000003,,-362.58398,1.65
6.2,14.194581945822016,0.039640256541666474,28.810069999999996,,-362.18993,1.65
6.3,14.21186211862309,0.05031518846450567,29.204499999999996,,-361.7955,1.65
6.4,14.232382323822447,0.05523481807987807,29.59944999999999,,-361.40055,1.65
6.5,14.255062550622705,0.05369284462032553,29.995000000000005,,-361.005,1.65
6.6,14.27450274503044,0.04682564308204107,30.39116999999999,,-360.60883,1.65
6.7,14.291782917825754,0.03705981115775714,30.787860000000023,,-360.21214,1.65
6.8,14.302583025830263,0.027902376927425365,31.18495999999999,,-359.81504,1.65
6.9,14.309063090632968,0.023430304235038335,31.58231999999998,,-359.41768,1.65
7.0,14.315543155435673,0.0273149584651442,31.979859999999974,,-359.02014,1.65
7.1,14.325263252630139,0.04172769000487975,32.37758000000002,,-358.62242,1.65
7.2,14.340383403836833,0.0660775838534633,32.77560999999997,,-358.22439,1.65
7.3,14.367383673838894,0.09688558423899352,33.17417999999998,,-357.82582,1.65
7.4,14.406264062642844,0.15070780078315948,33.573620000000005,,-357.42638,1.65
7.5,14.458104581046067,0.1622603638627318,33.974260000000015,,-357.02574,1.65
7.6,14.518585185852508,0.10866542231801901,34.376419999999996,,-356.62358,1.65
7.7,14.579065790659723,0.055850208851360605,34.78026999999997,,-356.21973,1.65
7.8,14.631986319860328,0.011741376154922989,35.18574000000001,,-355.81426,1.65
7.9,14.665466654671231,-0.01656310269457606,35.59251999999998,,-355.40748,1.65
8.0,14.473224732245855,-0.02310512615666127,36.0,,-355.0,1.65
8.1,14.49590495905225,-0.005625930384418609,36.40219999999999,,-354.5978,1.65
8.2,14.53586535865358,0.03409125000484181,36.80518999999998,,-354.19481,1.65
8.3,14.58554585545668,0.09185056885498,37.20940000000002,,-353.7906,1.65
8.4,14.642786427865225,0.16015195116953862,37.61509000000001,,-353.38491,1.65
8.5,14.70002700027299,0.16978491463152778,38.02235999999999,,-352.97764,1.65
8.6,14.750787507878828,0.13975664231988105,38.43117999999998,,-352.56882,1.65
8.7,14.797227972276724,0.1332425911660664,38.841380000000015,,-352.15862,1.65
8.8,14.84042840428327,0.13173558308879052,39.252819999999986,,-351.74718,1.65
8.9,14.884708847086406,0.1368265430903577,39.66545000000002,,-351.33455,1.65
9.0,14.93330933309055,0.14706790424659033,40.07934,,-350.92066,1.65
9.1,14.990549905499094,0.15983026963319702,40.494669999999985,,-350.50533,1.65
9.2,15.053190531906822,0.17246675963387403,40.91165000000001,,-350.08835,1.65
9.3,15.121231212314541,0.18314518809538782,41.33040999999997,,-349.66959,1.65
9.4,15.187111871120555,0.19137603963415373,41.75103999999999,,-349.24896,1.65
9.5,15.254072540723136,0.19669427463356115,42.17353000000003,,-348.82647,1.65
9.6,15.324273242730952,0.19824673770955314,42.59789000000001,,-348.40211,1.65
9.7,15.394473944738765,0.194799150785677,43.02420000000001,,-347.9758,1.65
9.8,15.465754657544785,0.18473960963304137,43.45249000000001,,-347.54751,1.65
9.9,15.533795337951702,0.1657429161725652,43.88274000000001,,-347.11726,1.65
10.0,15.5921159211568,0.13779858078475726,44.314790000000016,,-346.68521,1.65
10.1,15.636396363959934,0.10414439808876352,44.74833000000001,,-346.25167,1.65
10.2,15.666636666366417,0.06825942385482264,45.18297000000001,,-345.81703,1.65
10.3,15.681756817573563,0.034377966159137685,45.61829999999998,,-345.3817,1.65
10.4,15.686076860769228,0.006269293463589065,46.05396000000002,,-344.94604,1.65
10.5,15.683916839167491,-0.014346297309188571,46.489660000000015,,-344.51034,1.65
10.6,15.675276752770024,-0.027311461927492786,46.92523,,-344.07477,1.65
10.7,15.664476644765516,-0.03380453385156912,47.360540000000015,,-343.63946,1.65
10.8,15.65151651516708,-0.03505279808027595,47.795529999999985,,-343.20447,1.65
10.9,15.63855638556167,-0.03167164538730205,48.23018000000002,,-342.76982,1.65
11.0,15.627756277562467,-0.024297445771875203,48.66449,,-342.33551,1.65
11.1,15.620196201962381,-0.014465179616543367,49.098509999999976,,-341.90149,1.65
11.2,15.614796147963196,-0.004230811540463009,49.53235000000001,,-341.46765,1.65
11.3,15.61587615876141,0.0035524830756976655,49.96609000000001,,-341.03391,1.65
11.4,15.61911619115969,0.10065135616351739,50.39987000000002,,-340.60013,1.65
11.5,15.622356223563283,0.06822795500537637,50.83375000000001,,-340.16625,1.65
11.6,15.622356223557144,-0.16136874655585487,51.26771000000002,,-339.73229,1.65
11.7,15.614796147957057,-0.34219922618853005,51.70161000000002,,-339.29839,1.65
11.8,15.595355953562052,-0.47131590196895345,52.1352,,-338.8648,1.65
11.9,15.562955629554667,-0.5454984619755265,52.56813,,-338.43187,1.65
12.0,14.70002700026685,-0.5630685677465479,53.0,,-338.0,1.65
12.1,14.662226622266422,-0.5232429946663011,53.40796999999998,,-337.59203,1.65
12.2,14.621186211861568,-0.42646929965900426,53.81486000000001,,-337.18514,1.65
12.3,14.575825758261828,-0.2747719784901257,54.220579999999984,,-336.77942,1.65
12.4,14.52722527225075,-0.07098672385387417,54.625020000000006,,-336.37498,1.65
12.5,14.473224732245855,-0.058941148853421055,55.02805000000001,,-335.97195,1.65
12.6,14.414904149039929,-0.16673593309426948,55.429550000000006,,-335.57045,1.65
12.7,14.352263522632198,-0.1766451230934898,55.829380000000015,,-335.17062,1.65
12.8,14.286382863826951,-0.1857605988618083,56.22744,,-334.77256,1.65
12.9,14.217262172622654,-0.19455788963251308,56.62364000000002,,-334.37636,1.65
13.0,14.1459814598167,-0.20385518540353686,57.017920000000004,,-333.98208,1.65
13.1,14.072540725410601,-0.21444270386662012,57.410199999999975,,-333.5898,1.65
