t,speed_kmh,acceleration_m_s2,distance_m,related_center_distance_m,x,y
0.0,32.42207825015106,0.25003734271292544,0.0,,25.0,5.25
0.1,32.5120992076669,0.2527058649717375,0.9012398577159715,,25.90123985771597,5.25
0.2,32.60391125080674,0.2580429094893546,1.804987749849797,,26.804987749849797,5.25
0.3,32.69773014618489,0.2633799540069788,2.711299957550686,,27.711299957550686,5.25
0.4,32.7935302025918,0.26871699852471664,3.6202320483226202,,28.62023204832262,5.25
0.5,32.89128572881663,0.27411643072102976,4.531838876024366,,29.531838876024366,5.25
0.6,32.99097103364835,0.2795200484256313,5.446174580869453,,30.446174580869453,5.25
0.7,33.092560425877906,0.28480163978579753,6.3632925894261945,,31.363292589426194,5.25
0.8,33.1960282142948,0.2899837247357553,7.2832456146176625,,32.28324561461766,5.25
0.9,33.30134870768755,0.29509444521317363,8.206085655721736,,33.206085655721736,5.25
1.0,33.408496214847645,0.300133801218017,9.131863998371024,,34.131863998371024,5.25
1.1,33.51744504456429,0.3051017927504347,10.060631214552956,,35.060631214552956,5.25
1.2,33.628169505627426,0.3099984198103556,10.99243716260969,,35.99243716260969,5.25
1.3,33.74064390682847,0.3148236823976802,11.9273309872382,,36.9273309872382,5.25
1.4,33.85484255695363,0.31957758051211016,12.865361119490231,,37.86536111949023,5.25
1.5,33.970739764796434,0.3242601141532546,13.806575276772257,,38.80657527677226,5.25
1.6,34.08830983914442,0.328871283321007,14.751020462845581,,39.75102046284558,5.25
1.7,34.2075270887876,0.33341108801525365,15.698742967826249,,40.69874296782625,5.25
1.8,34.328365822514826,0.33787952823561085,16.6497883681851,,41.6497883681851,5.25
1.9,34.45080034911692,0.34227660398107673,17.60420152674773,,42.60420152674773,5.25
2.0,34.5748049773809,0.3466023152512321,18.562026592694522,,43.56202659269452,5.25
2.1,34.700354016097954,0.35085666204589216,19.523307001560624,,44.523307001560624,5.25
2.2,34.827421774055104,0.3550396443644033,20.488085475235977,,45.48808547523598,5.25
