t,speed_kmh,acceleration_m_s2,distance_m,related_center_distance_m,x,y
0.0,17.678372783725862,0.6528459690225397,0.0,,-285.35,275.0
0.1,17.77654576545338,0.7174319295671729,0.4917310000000157,,-285.35,274.508269
0.2,17.988551885519563,0.8466038506564431,0.9872569999999996,,-285.35,274.012743
0.3,18.304887048870615,0.9757757717457203,1.4896610000000123,,-285.35,273.510339
0.4,18.711835118349104,1.1049476928350543,2.0017240000000243,,-285.35,272.998276
0.5,19.191359913601957,1.3181084258409363,2.5258029999999962,,-285.35,272.474197
0.6,19.722185221853103,1.5046244868040723,3.0637239999999792,,-285.35,271.936276
0.7,20.280658806590946,1.5455857355759726,3.6166959999999904,,-285.35,271.383304
0.8,20.841184411843884,1.5161246018055614,4.185253999999986,,-285.35,270.814746
0.9,21.3784897848978,1.416584795218558,4.7692200000000184,,-285.35,270.23078
1.0,21.867086670866968,1.250262152970386,5.367709999999988,,-285.35,269.63229
1.1,22.283970839706065,1.0233322612943851,5.979152999999997,,-285.35,269.020847
1.2,22.60829808298215,0.7446046488443372,6.601359000000002,,-285.35,268.398641
1.3,22.823328233287135,0.4248133390431157,7.231592999999975,,-285.35,267.768407
1.4,22.916101161009333,0.07636964481514852,7.866689000000008,,-285.35,267.133311
1.5,22.878732787327856,-0.28736476175962977,8.503170000000011,,-285.35,266.49683
1.6,22.708307083071507,-0.65284009483576,9.137381000000005,,-285.35,265.862619
1.7,22.406552065521787,-1.0068922367557143,9.765630999999985,,-285.35,265.234369
1.8,21.97973179731623,-1.3375833059018625,10.384323999999992,,-285.35,264.615676
1.9,21.438862388624816,-1.634654108777692,10.990080999999975,,-285.35,264.009919
2.0,20.797551975519244,-1.8900723972273568,11.579853000000014,,-285.35,263.420147
2.1,20.07254072540775,-2.0982440593637257,12.15100000000001,,-285.35,262.849
2.2,19.281540815410505,-2.256220813954929,12.701356999999973,,-285.35,262.298643
2.3,18.443020430205454,-2.3637827287348223,13.229264,,-285.35,261.770736
2.4,17.575231752317958,-2.4230424122430847,13.733571999999981,,-285.35,261.266428
2.5,16.694914949150373,-2.4382558510913874,14.213626999999974,,-285.35,260.786373
2.6,15.817190171902405,-2.4153161112041808,14.669224999999983,,-285.35,260.330775
2.7,14.95458554586075,-2.361242493543539,15.100558999999976,,-285.35,259.899441
2.8,14.116929169287522,-2.283774236343426,15.508145000000013,,-285.35,259.491855
2.9,13.31113311132933,-2.1906194586429244,15.89274499999999,,-285.35,259.107255
3.0,12.541301413016189,-2.0891100519401355,16.255290000000002,,-285.35,258.74471
3.1,11.8092700927033,-1.9857688087375909,16.596798999999976,,-285.35,258.403201
3.2,11.114283142832674,-1.8859538245725584,16.91832099999999,,-285.35,258.081679
3.3,10.454288542883004,-1.7937001048315455,17.220868999999993,,-285.35,257.779131
3.4,9.825830258302968,-1.7115262061708805,17.505382999999995,,-285.35,257.494617
3.5,9.224804248044073,-1.6406303923178456,17.77270199999998,,-285.35,257.227298
3.6,8.64699846998399,-1.5808161578119062,18.02355,,-285.35,256.97645
3.7,8.088524885252285,-1.5307289436533846,18.258534999999995,,-285.35,256.741465
3.8,7.546251462518031,-1.4880886571116037,18.478163999999992,,-285.35,256.521836
3.9,7.018126181260275,-1.4487746276082643,18.682862999999998,,-285.35,256.317137
4.0,6.502745027448543,-1.3897184426396674,18.873010000000022,,-285.35,256.12699
4.1,6.000864008637581,-1.312541447093782,19.048964000000012,,-285.35,255.951036
4.2,5.5136711367112365,-1.2735865120893237,19.211108999999993,,-285.35,255.788891
4.3,5.044406444064232,-1.3167803006681096,19.359880000000004,,-285.35,255.64012
4.4,4.596633966340365,-1.4413874907962532,19.495803999999993,,-285.35,255.504196
4.5,4.166141661417573,-1.6143357237762945,19.619522999999987,,-285.35,255.380477
4.6,3.587039870397462,-1.785192327447894,19.730344000000002,,-285.35,255.269656
4.7,2.846476464766945,-1.8987689876901483,19.82333299999999,,-285.35,255.176667
4.8,2.06303663036671,-1.8924982956123135,19.895121999999986,,-285.35,255.104878
4.9,1.3378093780926765,-1.7226735204415766,19.945510000000013,,-285.35,255.05449
5.0,0.741319413194925,-1.392587002792996,19.976832,,-285.35,255.023168
5.1,0.3123391233915248,-0.9738828157515953,19.99308400000001,,-285.35,255.006916
5.2,0.06642066420777298,-0.5672612670188971,19.999101999999993,,-285.35,255.000898
